"unigram","BigramTM","freq"
"shook","his",2
"shoot","with",2
"shop","and",2
"shop","floor",2
"shop","to",2
"shopping","list",2
"shops","are",2
"shore","to",2
"short","for",2
"short","i",2
"short","months",2
"short","period",2
"short","term",2
"short","week",2
"shot","a",2
"shot","by",2
"shot","of",2
"shot","the",2
"shotguns","are",2
"should","always",2
"should","check",2
"should","come",2
"should","definitely",2
"should","hear",2
"should","keep",2
"should","listen",2
"should","live",2
"should","probably",2
"should","say",2
"should","see",2
"should","start",2
"should","stick",2
"should","strive",2
"should","submit",2
"should","thank",2
"should","these",2
"should","think",2
"should","totally",2
"shoulders","are",2
"shouldnt","even",2
"shouldnt","want",2
"shouts","to",2
"show","a",2
"show","btw",2
"show","by",2
"show","from",2
"show","it",2
"show","people",2
"show","so",2
"show","some",2
"show","tannehills",2
"show","together",2
"showed","no",2
"shower","on",2
"showing","me",2
"showing","right",2
"shown","in",2
"shows","and",2
"shows","for",2
"shows","how",2
"shows","on",2
"shows","up",2
"shows","us",2
"shuffle","is",2
"shut","her",2
"shut","your",2
"sick","at",2
"sick","leave",2
"sick","like",2
"sick","not",2
"sick","of",2
"sick","or",2
"sick","to",2
"sick","with",2
"sickens","me",2
"side","affect",2
"side","by",2
"side","for",2
"side","in",2
"side","out",2
"side","you",2
"sides","are",2
"sighing","because",2
"sight","and",2
"sign","in",2
"sign","that",2
"sign","when",2
"signal","that",2
"signed","the",2
"signing","of",2
"silence","and",2
"silicone","implant",2
"silly","cat",2
"silver","lining",2
"similar","in",2
"simple","and",2
"simple","as",2
"simple","but",2
"simple","does",2
"simple","hoe",2
"simply","not",2
"simply","put",2
"sin","in",2
"since","before",2
"since","its",2
"since","ive",2
"since","last",2
"since","our",2
"since","their",2
"since","this",2
"sing","a",2
"sing","with",2
"singing","and",2
"singing","i",2
"singing","in",2
"singing","p",2
"singing","the",2
"single","and",2
"single","chef",2
"single","i",2
"single","in",2
"single","one",2
"single","out",2
"single","person",2
"sink","i",2
"sink","in",2
"sir","i",2
"sis","is",2
"sister","i",2
"sister","in",2
"sister","is",2
"sister","whom",2
"sit","for",2
"sit","there",2
"sit","up",2
"site","and",2
"site","for",2
"site","in",2
"site","of",2
"site","to",2
"site","today",2
"sites","are",2
"sits","in",2
"sitting","down",2
"situated","in",2
"situation","at",2
"situation","is",2
"situation","that",2
"situation","the",2
"situation","where",2
"situation","which",2
"six","feet",2
"six","hours",2
"six","other",2
"sixth","grade",2
"size","i",2
"size","we",2
"skating","rink",2
"ski","mask",2
"skills","as",2
"skills","for",2
"skills","in",2
"skills","to",2
"skin","from",2
"skin","to",2
"skip","bayless",2
"skip","the",2
"sky","and",2
"sky","is",2
"slandered","me",2
"slated","for",2
"slave","and",2
"sleep","and",2
"sleep","good",2
"sleep","sometime",2
"sleep","through",2
"slept","all",2
"slice","with",2
"slices","of",2
"slipped","out",2
"slow","but",2
"slow","motion",2
"slow","pace",2
"slow","your",2
"slower","pace",2
"slut","i",2
"slut","slut",2
"small","and",2
"small","bowl",2
"small","number",2
"smaller","and",2
"smaller","than",2
"smart","cookie",2
"smash","the",2
"smells","of",2
"smile","at",2
"smile","from",2
"smile","you",2
"smiling","face",2
"smith","is",2
"smooth","and",2
"sneak","in",2
"snow","and",2
"snow","at",2
"snow","on",2
"so","ago",2
"so","am",2
"so","annoying",2
"so","because",2
"so","boring",2
"so","cant",2
"so","damn",2
"so","difficult",2
"so","effing",2
"so","emotional",2
"so","fast",2
"so","fine",2
"so","freakin",2
"so","freaking",2
"so","frustrating",2
"so","fuck",2
"so","full",2
"so","get",2
"so","have",2
"so","her",2
"so","huge",2
"so","hungry",2
"so","inspired",2
"so","late",2
"so","looking",2
"so","loved",2
"so","maybe",2
"so","modern",2
"so","our",2
"so","please",2
"so","poor",2
"so","quickly",2
"so","rad",2
"so","scared",2
"so","simple",2
"so","small",2
"so","smart",2
"so","still",2
"so","strong",2
"so","surprised",2
"so","then",2
"so","theres",2
"so","today",2
"so","too",2
"so","upset",2
"so","very",2
"so","was",2
"so","will",2
"so","wonderful",2
"so","ya",2
"so","youre",2
"soak","up",2
"soaps","and",2
"soapy","water",2
"sobriety","and",2
"socalled","humans",2
"social","class",2
"social","problems",2
"society","diabetic",2
"society","of",2
"society","the",2
"society","where",2
"socks","and",2
"soft","spot",2
"software","developer",2
"software","to",2
"solar","storms",2
"sold","in",2
"soldiers","a",2
"solely","on",2
"solicitor","general",2
"solidarity","is",2
"solutions","for",2
"solve","the",2
"some","additional",2
"some","basic",2
"some","cases",2
"some","cash",2
"some","curtains",2
"some","days",2
"some","do",2
"some","examples",2
"some","extra",2
"some","fabulous",2
"some","girls",2
"some","help",2
"some","in",2
"some","intense",2
"some","liquid",2
"some","love",2
"some","money",2
"some","one",2
"some","quality",2
"some","random",2
"some","really",2
"some","scenes",2
"some","shows",2
"some","sleep",2
"some","stuff",2
"some","subtle",2
"some","sunshine",2
"some","tasty",2
"some","terrible",2
"some","that",2
"some","words",2
"some","work",2
"somebody","told",2
"somebody","will",2
"someday","it",2
"somehow","be",2
"someone","as",2
"someone","from",2
"someone","might",2
"someone","new",2
"someone","on",2
"someone","out",2
"someone","that",2
"someone","was",2
"someone","whos",2
"something","but",2
"something","do",2
"something","for",2
"something","from",2
"something","happened",2
"something","he",2
"something","ive",2
"something","makes",2
"something","negative",2
"something","right",2
"something","the",2
"something","this",2
"something","very",2
"something","was",2
"something","will",2
"something","wonderful",2
"something","wrong",2
"sometimes","an",2
"sometimes","if",2
"sometimes","im",2
"sometimes","my",2
"sometimes","no",2
"sometimes","that",2
"sometimes","there",2
"sometimes","zee",2
"somewhere","and",2
"somewhere","between",2
"somewhere","i",2
"son","has",2
"son","i",2
"son","is",2
"son","to",2
"song","about",2
"song","as",2
"song","by",2
"song","from",2
"song","im",2
"song","stuck",2
"song","the",2
"song","writing",2
"songs","about",2
"songs","and",2
"songs","i",2
"songs","that",2
"songs","the",2
"sons","and",2
"sons","of",2
"soo","happy",2
"soon","after",2
"soon","at",2
"soon","be",2
"soon","became",2
"soon","but",2
"soon","enough",2
"soon","it",2
"soon","so",2
"soon","stay",2
"soon","thanks",2
"soon","the",2
"sooner","or",2
"sore","from",2
"soros","empire",2
"sorry","about",2
"sorry","guys",2
"sorry","it",2
"sorry","that",2
"sorry","you",2
"sort","and",2
"soul","eaters",2
"soul","is",2
"soul","to",2
"sound","doctrine",2
"sound","fun",2
"sounds","a",2
"sounds","of",2
"sounds","too",2
"sounds","when",2
"soup","for",2
"soup","of",2
"sour","patch",2
"south","america",2
"south","dakota",2
"south","pole",2
"southern","california",2
"soviet","union",2
"sox","alley",2
"soy","sauce",2
"sp","attack",2
"space","between",2
"space","but",2
"space","in",2
"space","shuttle",2
"space","the",2
"spaces","and",2
"spain","and",2
"spam","and",2
"spanish","style",2
"spare","time",2
"sparkle","in",2
"speak","about",2
"speak","english",2
"speak","i",2
"speak","or",2
"speak","out",2
"speak","up",2
"speak","with",2
"speaks","out",2
"special","and",2
"special","edition",2
"special","for",2
"special","guest",2
"special","occasion",2
"special","thanks",2
"species","of",2
"specifically","to",2
"speech","on",2
"speech","the",2
"speed","up",2
"spelled","backwards",2
"spend","some",2
"spend","time",2
"spend","your",2
"spending","and",2
"spending","some",2
"spending","time",2
"spent","all",2
"spent","an",2
"spent","hours",2
"spent","in",2
"spent","most",2
"spent","time",2
"spices","and",2
"spider","web",2
"spilling","over",2
"spin","off",2
"spin","on",2
"spirit","in",2
"spirit","is",2
"spirit","it",2
"spirit","that",2
"spiritual","growth",2
"spiritual","passion",2
"spite","of",2
"spoiler","and",2
"spoiler","nope",2
"spoke","of",2
"spoke","on",2
"spoken","word",2
"spokesman","for",2
"spokeswoman","said",2
"sponsors","for",2
"spoon","of",2
"sporting","events",2
"sports","and",2
"sports","are",2
"sports","is",2
"sports","park",2
"spot","you",2
"spots","and",2
"spotted","the",2
"spread","by",2
"spread","out",2
"spring","awakening",2
"spring","cleaning",2
"spring","fling",2
"spy","in",2
"square","metres",2
"squeezing","my",2
"st","are",2
"st","bernardus",2
"st","charles",2
"st","johns",2
"st","pattys",2
"st","peter",2
"st","peters",2
"st","to",2
"stack","of",2
"staff","of",2
"stage","and",2
"stage","of",2
"stages","of",2
"stain","on",2
"stained","glass",2
"staircase","leading",2
"stamford","conn",2
"stamps","you",2
"stand","on",2
"stand","out",2
"standing","ovation",2
"standing","there",2
"stands","out",2
"star","of",2
"star","on",2
"star","or",2
"star","rating",2
"star","tucson",2
"starkwell","and",2
"start","all",2
"start","by",2
"start","counting",2
"start","in",2
"start","making",2
"start","monday",2
"start","now",2
"start","singing",2
"start","that",2
"start","things",2
"start","this",2
"start","today",2
"start","up",2
"started","again",2
"started","getting",2
"started","out",2
"started","singing",2
"started","talking",2
"started","working",2
"started","you",2
"starting","in",2
"starting","our",2
"starting","weight",2
"starting","with",2
"starts","a",2
"starts","now",2
"starts","tomorrow",2
"state","affairs",2
"state","development",2
"state","government",2
"state","in",2
"state","standards",2
"state","that",2
"state","where",2
"stated","in",2
"stated","that",2
"statement","a",2
"statement","but",2
"statement","from",2
"statement","is",2
"statement","the",2
"states","and",2
"states","as",2
"states","i",2
"states","is",2
"states","that",2
"station","in",2
"station","where",2
"stats","are",2
"status","and",2
"stay","alive",2
"stay","focused",2
"stay","north",2
"stay","positive",2
"stay","warm",2
"stay","with",2
"stayed","in",2
"stayed","on",2
"stayed","there",2
"staying","up",2
"steal","my",2
"stealing","the",2
"steam","the",2
"steeped","in",2
"step","back",2
"step","forward",2
"step","on",2
"step","out",2
"step","to",2
"stepped","up",2
"steps","and",2
"steps","in",2
"steve","jobs",2
"steven","wright",2
"stevie","wonder",2
"stevie","wonders",2
"stick","i",2
"stick","in",2
"stieg","larssons",2
"still","am",2
"still","believe",2
"still","cannot",2
"still","doesnt",2
"still","dont",2
"still","feel",2
"still","getting",2
"still","gives",2
"still","go",2
"still","had",2
"still","here",2
"still","hitting",2
"still","holding",2
"still","keep",2
"still","know",2
"still","learning",2
"still","like",2
"still","might",2
"still","my",2
"still","needed",2
"still","no",2
"still","only",2
"still","sick",2
"still","such",2
"still","to",2
"still","want",2
"still","wanted",2
"stinky","stanley",2
"stir","the",2
"stole","the",2
"stomach","i",2
"stomach","so",2
"stone","on",2
"stood","at",2
"stood","still",2
"stood","the",2
"stop","asking",2
"stop","following",2
"stop","i",2
"stop","now",2
"stop","talking",2
"stop","there",2
"stop","using",2
"stop","with",2
"stop","you",2
"stopped","me",2
"stopping","and",2
"store","doesnt",2
"store","my",2
"store","or",2
"store","shelf",2
"store","the",2
"stories","and",2
"stories","for",2
"stories","from",2
"stories","i",2
"stories","in",2
"stories","that",2
"stories","which",2
"storm","but",2
"story","at",2
"story","bro",2
"story","if",2
"story","in",2
"story","or",2
"story","time",2
"story","was",2
"story","while",2
"story","you",2
"straight","away",2
"strand","of",2
"strangers","and",2
"streak","that",2
"streaming","down",2
"street","food",2
"street","in",2
"street","parking",2
"street","so",2
"street","they",2
"street","to",2
"streets","to",2
"strength","of",2
"stress","that",2
"stretch","the",2
"strive","to",2
"striving","for",2
"strong","enough",2
"strong","for",2
"structure","as",2
"structure","even",2
"struggled","a",2
"struggles","and",2
"stuck","at",2
"stuck","to",2
"students","and",2
"students","at",2
"students","for",2
"students","own",2
"students","scored",2
"students","that",2
"students","with",2
"studies","of",2
"studio","time",2
"study","and",2
"study","at",2
"study","for",2
"study","now",2
"study","of",2
"study","that",2
"study","with",2
"studying","abroad",2
"studying","and",2
"stuff","is",2
"stuff","on",2
"stuff","right",2
"stuff","you",2
"stupid","shit",2
"stupid","that",2
"stupid","when",2
"style","and",2
"style","is",2
"style","this",2
"style","while",2
"subject","and",2
"submitted","to",2
"subway","lines",2
"success","for",2
"success","he",2
"success","is",2
"success","the",2
"success","with",2
"successful","career",2
"successful","in",2
"such","great",2
"such","news",2
"such","thing",2
"such","wonderful",2
"such","work",2
"suck","at",2
"suck","i",2
"sucks","but",2
"sucks","when",2
"suffer","from",2
"sufficient","for",2
"sugar","beet",2
"sugar","free",2
"sugar","mixture",2
"sugar","monoculture",2
"suggestions","are",2
"suicide","by",2
"suit","your",2
"suitable","for",2
"suitcase","was",2
"suited","to",2
"sum","shit",2
"sum","up",2
"summer","by",2
"summer","of",2
"summer","or",2
"summer","weather",2
"summer","where",2
"sun","shines",2
"sunday","afternoon",2
"sunday","at",2
"sunday","brunch",2
"sunday","dual",2
"sunday","football",2
"sunday","for",2
"sunday","funday",2
"sunday","i",2
"sunday","may",2
"sunday","we",2
"sundays","and",2
"sunny","hundal",2
"sunny","in",2
"sunset","she",2
"super","mario",2
"super","powers",2
"supply","and",2
"support","it",2
"support","of",2
"support","their",2
"support","this",2
"support","to",2
"support","you",2
"supported","by",2
"supported","in",2
"supported","the",2
"supporting","the",2
"suppose","as",2
"suppose","if",2
"sure","about",2
"sure","all",2
"sure","am",2
"sure","can",2
"sure","id",2
"sure","its",2
"sure","u",2
"sure","which",2
"sure","yet",2
"sure","your",2
"surpassed","my",2
"surplus","and",2
"surprise","and",2
"surprised","that",2
"surrounded","by",2
"surrounding","the",2
"survey","on",2
"suspect","in",2
"suspended","for",2
"suspense","and",2
"suspicious","person",2
"swayed","by",2
"swear","an",2
"sweat","and",2
"sweeney","and",2
"sweep","sweep",2
"sweepstakes","for",2
"sweet","i",2
"sweet","taste",2
"sweet","tea",2
"sweet","thank",2
"swim","in",2
"swimming","around",2
"swine","flu",2
"switched","to",2
"switches","to",2
"switching","to",2
"symbol","of",2
"sympathetic","to",2
"symphony","hall",2
"symptom","of",2
"system","in",2
"systems","for",2
"table","with",2
"tablespoon","of",2
"tackling","the",2
"tail","on",2
"take","action",2
"take","an",2
"take","any",2
"take","forever",2
"take","from",2
"take","off",2
"take","pictures",2
"take","those",2
"take","time",2
"take","two",2
"take","up",2
"take","us",2
"take","with",2
"taken","an",2
"taken","and",2
"taken","by",2
"taken","from",2
"taken","off",2
"taken","over",2
"taken","place",2
"taken","this",2
"taken","to",2
"takes","care",2
"takes","his",2
"takes","me",2
"takes","off",2
"takes","over",2
"taking","advantage",2
"taking","all",2
"taking","down",2
"taking","my",2
"taking","our",2
"taking","pictures",2
"taking","place",2
