"unigram","bigram","freq"
"breakfast","and",6
"breaking","the",6
"bring","in",6
"bring","to",6
"bring","your",6
"brought","me",6
"brought","the",6
"brown","sugar",6
"built","a",6
"busy","busy",6
"busy","with",6
"but","first",6
"but","has",6
"but","his",6
"but","maybe",6
"but","of",6
"but","seriously",6
"but","so",6
"but","something",6
"but","sometimes",6
"but","these",6
"but","yes",6
"buy","one",6
"buy","you",6
"buying","a",6
"by","being",6
"by","myself",6
"by","so",6
"by","what",6
"c","above",6
"california","and",6
"called","me",6
"called","out",6
"calls","and",6
"calm","down",6
"came","and",6
"can","afford",6
"can","buy",6
"can","hold",6
"can","it",6
"can","learn",6
"can","sit",6
"can","then",6
"can","to",6
"can","turn",6
"can","wear",6
"can","win",6
"cant","i",6
"cant","imagine",6
"card","to",6
"cards","are",6
"care","how",6
"case","and",6
"case","is",6
"case","with",6
"catching","up",6
"cats","are",6
"caught","my",6
"cause","its",6
"certain","things",6
"certainly","not",6
"challenge","of",6
"change","i",6
"change","that",6
"changes","in",6
"changing","the",6
"character","and",6
"cheering","for",6
"cheese","is",6
"children","have",6
"chocolate","and",6
"choice","to",6
"choice","you",6
"chose","to",6
"city","that",6
"claim","that",6
"coat","of",6
"coats","of",6
"come","check",6
"come","here",6
"come","into",6
"comes","around",6
"comes","back",6
"comes","into",6
"comes","the",6
"comes","up",6
"comfortable","and",6
"coming","home",6
"computer","to",6
"concert","in",6
"conference","in",6
"considered","a",6
"considering","the",6
"contact","us",6
"content","of",6
"copies","of",6
"costumes","and",6
"could","change",6
"could","help",6
"could","take",6
"could","tell",6
"couldnt","believe",6
"couldnt","wait",6
"count","the",6
"country","in",6
"couple","days",6
"course","the",6
"course","you",6
"crazy","and",6
"cross","the",6
"culture","and",6
"curious","about",6
"cut","them",6
"dad","and",6
"damn","you",6
"day","ill",6
"day","like",6
"day","on",6
"day","out",6
"day","tomorrow",6
"day","will",6
"days","is",6
"days","later",6
"deep","and",6
"depth","of",6
"description","of",6
"development","and",6
"development","of",6
"did","get",6
"didnt","expect",6
"didnt","say",6
"didnt","win",6
"different","than",6
"difficult","for",6
"dig","it",6
"dinner","tonight",6
"directly","to",6
"do","as",6
"do","better",6
"do","great",6
"do","its",6
"do","much",6
"do","some",6
"do","things",6
"do","think",6
"do","whatever",6
"does","for",6
"does","she",6
"doing","some",6
"done","i",6
"dont","come",6
"dont","eat",6
"dont","mind",6
"dont","they",6
"dont","trust",6
"dont","work",6
"door","and",6
"doubt","that",6
"down","is",6
"down","there",6
"dressed","in",6
"drink","and",6
"drive","and",6
"drop","a",6
"during","that",6
"eager","to",6
"early","on",6
"earth","is",6
"easy","it",6
"easy","on",6
"eat","at",6
"eat","it",6
"eat","them",6
"eating","a",6
"email","and",6
"end","he",6
"end","i",6
"enjoy","a",6
"enough","i",6
"entered","into",6
"entered","the",6
"entire","life",6
"episodes","of",6
"equivalent","of",6
"especially","with",6
"essence","of",6
"even","to",6
"evening","and",6
"event","at",6
"event","i",6
"events","that",6
"ever","be",6
"ever","made",6
"ever","said",6
"ever","so",6
"every","moment",6
"everybody","is",6
"everyday","i",6
"everyone","can",6
"everything","to",6
"exactly","the",6
"except","that",6
"expect","anything",6
"exposed","to",6
"extended","family",6
"eyes","closed",6
"fabric","and",6
"face","when",6
"facebook","i",6
"faced","with",6
"fact","they",6
"fair","to",6
"fall","into",6
"families","and",6
"fan","and",6
"fan","page",6
"fans","of",6
"far","i",6
"far","in",6
"fast","as",6
"father","had",6
"father","is",6
"favorite","song",6
"fear","and",6
"feel","i",6
"feel","it",6
"feel","more",6
"feeling","that",6
"feet","of",6
"few","seconds",6
"fight","to",6
"finally","get",6
"find","something",6
"find","yourself",6
"fine","i",6
"fingers","crossed",6
"fire","and",6
"first","in",6
"first","the",6
"fit","the",6
"fix","the",6
"floor","of",6
"focusing","on",6
"followed","the",6
"food","at",6
"food","i",6
"food","processor",6
"for","always",6
"for","am",6
"for","anyone",6
"for","asking",6
"for","centuries",6
"for","connecting",6
"for","doing",6
"for","follow",6
"for","fun",6
"for","hosting",6
"for","if",6
"for","like",6
"for","listening",6
"for","posting",6
"for","quite",6
"for","saturday",6
"for","st",6
"for","such",6
"for","tweeting",6
"for","watching",6
"for","weeks",6
"for","ya",6
"forget","the",6
"forgot","about",6
"found","my",6
"found","some",6
"found","this",6
"four","days",6
"free","tickets",6
"friend","i",6
"friends","for",6
"friends","from",6
"from","am",6
"from","another",6
"from","friends",6
"from","people",6
"from","scratch",6
"from","someone",6
"from","yesterday",6
"fun","i",6
"funny","i",6
"future","and",6
"game","but",6
"games","this",6
"gave","the",6
"gave","us",6
"generation","of",6
"get","along",6
"get","done",6
"get","his",6
"get","money",6
"get","those",6
"getting","excited",6
"gift","from",6
"girls","i",6
"give","your",6
"giving","it",6
"giving","them",6
"glad","its",6
"glad","that",6
"glad","youre",6
"global","warming",6
"go","after",6
"go","around",6
"go","buy",6
"goal","for",6
"goal","was",6
"god","he",6
"god","loves",6
"goin","to",6
"going","and",6
"going","off",6
"gone","to",6
"gonna","have",6
"good","food",6
"good","game",6
"good","of",6
"good","place",6
"good","sign",6
"good","the",6
"goodbye","to",6
"got","hit",6
"got","no",6
"got","there",6
"got","up",6
"gotten","the",6
"grab","a",6
"grad","school",6
"grateful","to",6
"great","deal",6
"great","one",6
"great","start",6
"great","thanks",6
"great","when",6
"great","work",6
"group","that",6
"grown","up",6
"guess","im",6
"guess","it",6
"guess","who",6
"guess","you",6
"guy","that",6
"guys","i",6
"guys","were",6
"habit","of",6
"had","any",6
"had","given",6
"had","his",6
"had","something",6
"hand","the",6
"hang","of",6
"happy","bday",6
"happy","monday",6
"harry","potter",6
"has","failed",6
"has","in",6
"has","now",6
"has","seen",6
"have","anything",6
"have","created",6
"have","got",6
"have","now",6
"have","such",6
"havent","talked",6
"havent","yet",6
"he","cant",6
"he","comes",6
"he","even",6
"he","found",6
"he","looks",6
"he","must",6
"he","played",6
"he","sees",6
"head","down",6
"head","i",6
"heart","out",6
"heart","rate",6
"heat","and",6
"hello","and",6
"hello","my",6
"hello","to",6
"help","her",6
"help","it",6
"help","out",6
"helping","to",6
"her","hands",6
"her","her",6
"her","new",6
"her","on",6
"her","up",6
"her","when",6
"her","with",6
"here","comes",6
"here","today",6
"herself","and",6
"hey","how",6
"hide","it",6
"high","quality",6
"higher","than",6
"him","from",6
"him","if",6
"him","or",6
"him","some",6
"himself","in",6
"his","blog",6
"his","fathers",6
"his","last",6
"his","love",6
"his","son",6
"his","twitter",6
"hit","up",6
"hold","the",6
"holla","at",6
"holy","spirit",6
"home","but",6
"home","he",6
"honest","i",6
"hope","u",6
"hour","or",6
"hours","in",6
"hours","later",6
"how","excited",6
"how","often",6
"how","things",6
"how","your",6
"huge","fan",6
"human","nature",6
"i","admit",6
"i","blame",6
"i","called",6
"i","discovered",6
"i","drive",6
"i","grew",6
"i","head",6
"i","owe",6
"i","reached",6
"i","recommend",6
"i","seen",6
"i","send",6
"i","sit",6
"i","spend",6
"i","stayed",6
"i","support",6
"ice","and",6
"id","go",6
"ideas","and",6
"if","god",6
"if","their",6
"if","these",6
"if","youd",6
"ignoring","the",6
"ill","always",6
"ill","check",6
"ill","keep",6
"ill","probably",6
"ill","tell",6
"im","actually",6
"im","currently",6
"im","giving",6
"im","heading",6
"im","kind",6
"im","more",6
"im","never",6
"im","no",6
"im","planning",6
"im","sitting",6
"im","starting",6
"im","talking",6
"im","wearing",6
"image","is",6
"imagine","it",6
"immune","system",6
"impact","of",6
"impact","on",6
"important","and",6
"important","for",6
"important","thing",6
"in","august",6
"in","black",6
"in","britain",6
"in","business",6
"in","danger",6
"in","god",6
"in","he",6
"in","heaven",6
"in","hollywood",6
"in","in",6
"in","months",6
"in","now",6
"in","over",6
"in","paris",6
"in","peace",6
"in","philly",6
"in","politics",6
"in","prison",6
"in","question",6
"in","social",6
"in","spite",6
"in","tampa",6
"in","tears",6
"in","they",6
"in","three",6
"in","today",6
"in","tokyo",6
"include","the",6
"included","a",6
"insist","on",6
"intend","to",6
"intended","to",6
"interest","of",6
"internet","and",6
"into","bed",6
"introduction","of",6
"is","able",6
"is","absolutely",6
"is","alive",6
"is","any",6
"is","beyond",6
"is","certainly",6
"is","closed",6
"is","different",6
"is","easier",6
"is","everyone",6
"is","filled",6
"is","happening",6
"is","her",6
"is","his",6
"is","hot",6
"is","located",6
"is","new",6
"is","ok",6
"is","running",6
"is","she",6
"is","some",6
"is","strong",6
"is","supposed",6
"is","taking",6
"is","totally",6
"is","writing",6
"isnt","just",6
"issue","i",6
"issue","is",6
"it","almost",6
"it","always",6
"it","around",6
"it","bad",6
"it","becomes",6
"it","better",6
"it","d",6
"it","done",6
"it","every",6
"it","hasnt",6
"it","later",6
"it","one",6
"it","probably",6
"it","shows",6
"it","starts",6
"it","sure",6
"it","thats",6
"it","weird",6
"it","youre",6
"items","are",6
"items","that",6
"its","actually",6
"its","bad",6
"its","big",6
"its","difficult",6
"its","for",6
"its","hot",6
"its","impossible",6
"its","one",6
"its","our",6
"its","such",6
"its","too",6
"its","up",6
"its","you",6
"ive","already",6
"jealous","of",6
"job","in",6
"job","with",6
"journey","to",6
"joy","to",6
"judge","me",6
"just","ask",6
"just","being",6
"just","checking",6
"just","come",6
"just","on",6
"just","remember",6
"just","spent",6
"just","stop",6
"just","tried",6
"kansas","city",6
"keep","from",6
"keep","going",6
"keep","on",6
"keep","us",6
"keeps","the",6
"kicks","off",6
"kids","have",6
"kids","in",6
"kim","kardashian",6
"king","of",6
"knew","about",6
"knew","how",6
"knocked","out",6
"know","god",6
"know","he",6
"know","her",6
"know","ill",6
"know","just",6
"know","so",6
"la","to",6
"lady","in",6
"land","on",6
"language","and",6
"large","and",6
"last","days",6
"last","one",6
"last","summer",6
"last","thing",6
"last","three",6
"law","enforcement",6
"laying","down",6
"lead","a",6
"lead","the",6
"learn","a",6
"learn","the",6
"learned","about",6
"least","for",6
"leave","your",6
"left","me",6
"left","off",6
"left","out",6
"lets","you",6
"letter","to",6
"letting","me",6
"life","can",6
"life","it",6
"life","she",6
"life","the",6
"life","we",6
"like","and",6
"like","crazy",6
"like","every",6
"like","everyone",6
"like","fun",6
"like","his",6
"like","how",6
"like","or",6
"like","them",6
"like","there",6
"lil","wayne",6
"line","in",6
"lined","up",6
"list","and",6
"little","time",6
"live","here",6
"live","tweeting",6
"living","with",6
"lmfao","i",6
"location","and",6
"lol","u",6
"lol","well",6
"london","and",6
"long","to",6
"long","week",6
"longer","the",6
"look","around",6
"look","its",6
"look","of",6
"look","on",6
"looked","up",6
"looking","good",6
"looks","at",6
"lord","of",6
"lose","my",6
"lots","to",6
"louis","vuitton",6
"love","about",6
"love","doing",6
"love","i",6
"loved","her",6
"loved","ones",6
"loves","it",6
"low","and",6
"lunch","and",6
"lunch","at",6
"lunch","today",6
"made","them",6
"made","us",6
"maintain","the",6
"make","for",6
"make","money",6
"makes","them",6
"man","a",6
"man","has",6
"man","he",6
"man","im",6
"man","should",6
"manner","of",6
"many","new",6
"many","others",6
"many","things",6
"march","madness",6
"may","at",6
"may","get",6
"may","i",6
"may","in",6
"may","well",6
"maybe","next",6
"maybe","this",6
"me","are",6
"me","baby",6
"me","even",6
"me","go",6
"me","here",6
"me","more",6
"me","tell",6
"me","tomorrow",6
"me","very",6
"me","we",6
"me","wonder",6
"mean","that",6
"means","a",6
"media","in",6
"meet","a",6
"meet","in",6
"men","i",6
"men","in",6
"men","it",6
"men","to",6
"men","who",6
"messed","up",6
"might","find",6
"might","get",6
"might","make",6
"military","and",6
"million","people",6
"mind","when",6
"minimum","of",6
"minutes","before",6
"minutes","until",6
"miss","this",6
"monday","is",6
"month","the",6
"more","that",6
"morning","in",6
"most","amazing",6
"movie","and",6
"much","just",6
"much","longer",6
"much","so",6
"much","work",6
"museum","of",6
"music","videos",6
"my","account",6
"my","beloved",6
"my","breath",6
"my","classes",6
"my","cousins",6
"my","daughters",6
"my","doctor",6
"my","fave",6
"my","fellow",6
"my","final",6
"my","fingers",6
"my","flight",6
"my","friday",6
"my","hope",6
"my","husbands",6
"my","inbox",6
"my","ipad",6
"my","list",6
"my","local",6
"my","mothers",6
"my","music",6
"my","my",6
"my","nose",6
"my","pants",6
"my","photos",6
"my","real",6
"my","sleep",6
"my","sons",6
"my","students",6
"my","third",6
"my","tl",6
"my","trip",6
"my","tweet",6
"my","very",6
"my","wallet",6
"my","wonderful",6
"my","word",6
"my","year",6
"myself","at",6
"myself","in",6
"name","for",6
"name","in",6
"named","after",6
"names","of",6
"necessary","for",6
"need","him",6
"never","do",6
"never","knew",6
"never","the",6
"never","told",6
"never","used",6
"new","day",6
"new","follower",6
"new","menu",6
"new","name",6
"new","place",6
"new","single",6
"new","zealand",6
"next","couple",6
"next","i",6
"next","level",6
"next","morning",6
"next","one",6
"next","step",6
"next","weeks",6
"nice","i",6
"night","for",6
"night","is",6
"night","was",6
"no","but",6
"no","real",6
"no","thanks",6
"none","the",6
"nope","i",6
"not","afraid",6
"not","alone",6
"not","and",6
"not","coming",6
"not","doing",6
"not","done",6
"not","giving",6
"not","its",6
"not","often",6
"not","ready",6
"not","right",6
"not","seen",6
"not","something",6
"not","surprised",6
"not","true",6
"not","understand",6
"note","i",6
"notice","the",6
"noticed","the",6
"november","th",6
"now","available",6
"now","playing",6
"now","were",6
"now","youre",6
"of","april",6
"of","big",6
"of","bread",6
"of","chocolate",6
"of","creating",6
"of","fabric",6
"of","family",6
"of","girls",6
"of","government",6
"of","hard",6
"of","hell",6
"of","hope",6
"of","islam",6
"of","little",6
"of","london",6
"of","march",6
"of","marriage",6
"of","miles",6
"of","most",6
"of","political",6
"of","power",6
"of","questions",6
"of","s",6
"of","san",6
"of","shit",6
"of","small",6
"of","spring",6
"of","st",6
"of","texas",6
"of","truth",6
"of","tweets",6
"of","twitter",6
"of","understanding",6
"of","view",6
"of","ways",6
"of","wealth",6
"of","winter",6
"of","working",6
"of","writing",6
"of","year",6
"of","yourself",6
"off","all",6
"off","by",6
"off","their",6
"offered","to",6
"office","to",6
"often","the",6
"oh","boy",6
"ok","now",6
"ok","ok",6
"ok","with",6
"okay","ill",6
"okay","with",6
"old","friends",6
"on","another",6
"on","dvd",6
"on","ebay",6
"on","every",6
"on","fire",6
"on","google",6
"on","just",6
"on","next",6
"on","or",6
"on","skype",6
"on","so",6
"on","tap",6
"on","they",6
"on","today",6
"on","ur",6
"on","vacation",6
"once","it",6
"one","a",6
"one","at",6
"one","by",6
"one","guy",6
"one","hour",6
"one","knows",6
"one","too",6
"one","will",6
"one","word",6
"ones","who",6
"only","about",6
"only","need",6
"opened","up",6
"or","another",6
"or","call",6
"or","did",6
"or","does",6
"or","their",6
"ordered","the",6
"others","and",6
"our","bodies",6
"our","country",6
"our","culture",6
"our","sins",6
"our","th",6
"ourselves","and",6
"out","im",6
"out","one",6
"out","or",6
"out","over",6
"out","soon",6
"out","then",6
"outside","in",6
"over","in",6
"own","and",6
"packed","with",6
"page","and",6
"page","i",6
"paid","for",6
"park","on",6
"part","about",6
"part","time",6
"participated","in",6
"passed","out",6
"passion","for",6
"past","couple",6
"past","three",6
"past","years",6
"people","a",6
"people","but",6
"people","he",6
"people","love",6
"people","would",6
"pepper","and",6
"per","person",6
"performance","by",6
"perhaps","you",6
"person","that",6
"personally","i",6
"phase","of",6
"phone","call",6
"phone","i",6
"photo","shoot",6
"physical","and",6
"picked","it",6
"pictures","and",6
"place","that",6
"places","that",6
"planning","to",6
"play","along",6
"play","some",6
"playing","for",6
"please","come",6
"please","do",6
"please","help",6
"pleased","to",6
"pleasure","of",6
"plus","i",6
"pm","to",6
"pm","today",6
"point","where",6
"pointed","out",6
"pointing","out",6
"points","in",6
"positive","and",6
"possible","that",6
